id,label
semiárido,semiárido
cisteína,cisteína
queimar,queimar
indesejável,indesejável
desmama,desmama
listeriose,listeriose
mochar,mochar
metionina,metionina
anaeróbia,anaeróbia
gostar,gostar
aspersão,aspersão
subcutâneo,subcutâneo
drenagem,drenagem
benzeno,benzeno
drenar,drenar
cópula,cópula
infectividade,infectividade
morfológico,morfológico
pneumonia,pneumonia
concha,concha
manteiguer,manteiguer
lipídio,lipídio
freezer,freezer
apetite,apetite
febril,febril
descamação,descamação
freático,freático
cocho,cocho
camisa,camisa
baixo,baixo
primavera,primavera
oxigênio,oxigênio
aborto,aborto
ereto,ereto
lixão,lixão
ráquis,ráquis
bezerra,bezerra
lote,lote
agilidade,agilidade
miíase,miíase
desinfecção,desinfecção
escarificaçãar,escarificaçãar
usina,usina
pyramidalis,pyramidalis
úmer,úmer
cordão,cordão
aranha,aranha
mutação,mutação
obeso,obeso
zebuínas,zebuínas
multiovulação,multiovulação
couro,couro
fossa,fossa
dilatação,dilatação
esterqueiro,esterqueiro
pequeno,pequeno
procedimento,procedimento
icterícia,icterícia
lactato,lactato
hectare,hectare
feijão,feijão
gasoso,gasoso
chifre,chifre
brotação,brotação
estrôncio,estrôncio
osso,osso
glóbulo,glóbulo
ovário,ovário
equídeo,equídeo
lâmina,lâmina
tomada,tomada
maturação,maturação
absorvível,absorvível
maculoso,maculoso
mourão,mourão
alumínio,alumínio
desidratadar,desidratadar
planta,planta
semente,semente
mucoso,mucoso
associação,associação
carrapato,carrapato
rufião,rufião
vagina,vagina
natimorto,natimorto
desaleitamento,desaleitamento
dorso,dorso
fermentar,fermentar
carreta,carreta
